dd,mm,zz,pp,mesa,departamento,municipio,puesto,mesa_nombre,mujeres_mesa,hombres_mesa,total_mesa,comuna,direccion,LATITUD,LONGITUD
01,01,01,01,01,ANTIOQUIA,MEDELLIN,SEC. ESC. LA ESPERANZA No 2,SEC. ESC. LA ESPERANZA No 2 - Mesa 1,1331,1946,3277,01COMUNA 1 POPULAR,KR 29 # 102 - 20,6.291166853889096,-75.54110522383867
01,01,01,01,02,ANTIOQUIA,MEDELLIN,SEC. ESC. LA ESPERANZA No 2,SEC. ESC. LA ESPERANZA No 2 - Mesa 2,1331,1946,3277,01COMUNA 1 POPULAR,KR 29 # 102 - 20,6.291166853889096,-75.54110522383867
01,01,01,01,03,ANTIOQUIA,MEDELLIN,SEC. ESC. LA ESPERANZA No 2,SEC. ESC. LA ESPERANZA No 2 - Mesa 3,1330,1946,3276,01COMUNA 1 POPULAR,KR 29 # 102 - 20,6.291166853889096,-75.54110522383867
01,01,01,01,04,ANTIOQUIA,MEDELLIN,SEC. ESC. LA ESPERANZA No 2,SEC. ESC. LA ESPERANZA No 2 - Mesa 4,1330,1946,3276,01COMUNA 1 POPULAR,KR 29 # 102 - 20,6.291166853889096,-75.54110522383867
01,01,01,02,01,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,INST.EDUC. LA CANDELARIA - Mesa 1,2021,1324,3345,01COMUNA 1 POPULAR,CL 106 # 32-100,6.293491161667737,-75.54232060073917
01,01,01,02,02,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,INST.EDUC. LA CANDELARIA - Mesa 2,2020,1324,3344,01COMUNA 1 POPULAR,CL 106 # 32-100,6.293491161667737,-75.54232060073917
01,01,01,02,03,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,INST.EDUC. LA CANDELARIA - Mesa 3,2020,1324,3344,01COMUNA 1 POPULAR,CL 106 # 32-100,6.293491161667737,-75.54232060073917
01,01,01,02,04,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,INST.EDUC. LA CANDELARIA - Mesa 4,2020,1324,3344,01COMUNA 1 POPULAR,CL 106 # 32-100,6.293491161667737,-75.54232060073917
01,01,01,02,05,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,INST.EDUC. LA CANDELARIA - Mesa 5,2020,1324,3344,01COMUNA 1 POPULAR,CL 106 # 32-100,6.293491161667737,-75.54232060073917
01,01,01,03,01,ANTIOQUIA,MEDELLIN,IE MARIA DE LOS ANGELES CANO MARQUEZ,IE MARIA DE LOS ANGELES CANO MARQUEZ - Mesa 1,1504,1303,2806,01COMUNA 1 POPULAR,CR 36B 102C 54,6.292281354276708,-75.5445017815333
01,01,01,03,02,ANTIOQUIA,MEDELLIN,IE MARIA DE LOS ANGELES CANO MARQUEZ,IE MARIA DE LOS ANGELES CANO MARQUEZ - Mesa 2,1503,1302,2806,01COMUNA 1 POPULAR,CR 36B 102C 54,6.292281354276708,-75.5445017815333
01,01,01,03,03,ANTIOQUIA,MEDELLIN,IE MARIA DE LOS ANGELES CANO MARQUEZ,IE MARIA DE LOS ANGELES CANO MARQUEZ - Mesa 3,1503,1302,2805,01COMUNA 1 POPULAR,CR 36B 102C 54,6.292281354276708,-75.5445017815333
01,01,01,04,01,ANTIOQUIA,MEDELLIN,SEC. ESC. MEDELLIN,SEC. ESC. MEDELLIN - Mesa 1,1642,1348,2990,01COMUNA 1 POPULAR,CL 96 # 36-45,6.286822875493661,-75.54634394199259
01,01,01,04,02,ANTIOQUIA,MEDELLIN,SEC. ESC. MEDELLIN,SEC. ESC. MEDELLIN - Mesa 2,1642,1347,2989,01COMUNA 1 POPULAR,CL 96 # 36-45,6.286822875493661,-75.54634394199259
01,01,01,04,03,ANTIOQUIA,MEDELLIN,SEC. ESC. MEDELLIN,SEC. ESC. MEDELLIN - Mesa 3,1642,1347,2989,01COMUNA 1 POPULAR,CL 96 # 36-45,6.286822875493661,-75.54634394199259
01,01,01,05,01,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA GRANIZAL,I.E.FE Y ALEGRIA GRANIZAL - Mesa 1,1217,1126,2343,01COMUNA 1 POPULAR,Cra 39A # 104-23,6.292913702271824,-75.54774714975814
01,01,01,05,02,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA GRANIZAL,I.E.FE Y ALEGRIA GRANIZAL - Mesa 2,1216,1126,2342,01COMUNA 1 POPULAR,Cra 39A # 104-23,6.292913702271824,-75.54774714975814
01,01,01,06,01,ANTIOQUIA,MEDELLIN,IE LA AVANZADA,IE LA AVANZADA - Mesa 1,1176,897,2073,01COMUNA 1 POPULAR,CRA 27 No 106BB-65,6.294368801872741,-75.53912846195836
01,01,01,07,01,ANTIOQUIA,MEDELLIN,SEC. ESC. CARPINELO AMAPOLITA,SEC. ESC. CARPINELO AMAPOLITA - Mesa 1,925,821,1746,01COMUNA 1 POPULAR,CALLE 97 # 23-12,6.286901662275185,-75.53825245453439
01,01,01,08,01,ANTIOQUIA,MEDELLIN,IE ANTONIO DERKA,IE ANTONIO DERKA - Mesa 1,1601,1516,3116,01COMUNA 1 POPULAR,CRA 28 No 107-425,6.297172374535049,-75.53908900853517
01,01,01,08,02,ANTIOQUIA,MEDELLIN,IE ANTONIO DERKA,IE ANTONIO DERKA - Mesa 2,1600,1515,3116,01COMUNA 1 POPULAR,CRA 28 No 107-425,6.297172374535049,-75.53908900853517
01,01,01,09,01,ANTIOQUIA,MEDELLIN,SEC. ESC. NUEVO HORIZONTE 2,SEC. ESC. NUEVO HORIZONTE 2 - Mesa 1,524,2554,3078,01COMUNA 1 POPULAR,CARRERA 37 No 107AA 21,6.297678127687827,-75.54560659015236
01,01,01,09,02,ANTIOQUIA,MEDELLIN,SEC. ESC. NUEVO HORIZONTE 2,SEC. ESC. NUEVO HORIZONTE 2 - Mesa 2,524,2554,3077,01COMUNA 1 POPULAR,CARRERA 37 No 107AA 21,6.297678127687827,-75.54560659015236
01,01,01,09,03,ANTIOQUIA,MEDELLIN,SEC. ESC. NUEVO HORIZONTE 2,SEC. ESC. NUEVO HORIZONTE 2 - Mesa 3,524,2553,3077,01COMUNA 1 POPULAR,CARRERA 37 No 107AA 21,6.297678127687827,-75.54560659015236
01,01,01,09,04,ANTIOQUIA,MEDELLIN,SEC. ESC. NUEVO HORIZONTE 2,SEC. ESC. NUEVO HORIZONTE 2 - Mesa 4,523,2553,3077,01COMUNA 1 POPULAR,CARRERA 37 No 107AA 21,6.297678127687827,-75.54560659015236
01,01,02,01,01,ANTIOQUIA,MEDELLIN,I.E. NUEVO HORIZONTE - PAULO VI,I.E. NUEVO HORIZONTE - PAULO VI - Mesa 1,1274,2492,3766,01COMUNA 1 POPULAR,KR 42B # 110 A 28,6.298770610003607,-75.54621227142943
01,01,02,01,02,ANTIOQUIA,MEDELLIN,I.E. NUEVO HORIZONTE - PAULO VI,I.E. NUEVO HORIZONTE - PAULO VI - Mesa 2,1274,2492,3765,01COMUNA 1 POPULAR,KR 42B # 110 A 28,6.298770610003607,-75.54621227142943
01,01,02,01,03,ANTIOQUIA,MEDELLIN,I.E. NUEVO HORIZONTE - PAULO VI,I.E. NUEVO HORIZONTE - PAULO VI - Mesa 3,1273,2491,3765,01COMUNA 1 POPULAR,KR 42B # 110 A 28,6.298770610003607,-75.54621227142943
01,01,02,02,01,ANTIOQUIA,MEDELLIN,SEC. ESC. DIVINA PROVIDENCIA,SEC. ESC. DIVINA PROVIDENCIA - Mesa 1,2416,775,3191,01COMUNA 1 POPULAR,CL 108 NO 43B - 17,6.297555311383203,-75.5491582190566
01,01,02,02,02,ANTIOQUIA,MEDELLIN,SEC. ESC. DIVINA PROVIDENCIA,SEC. ESC. DIVINA PROVIDENCIA - Mesa 2,2416,775,3191,01COMUNA 1 POPULAR,CL 108 NO 43B - 17,6.297555311383203,-75.5491582190566
01,01,02,02,03,ANTIOQUIA,MEDELLIN,SEC. ESC. DIVINA PROVIDENCIA,SEC. ESC. DIVINA PROVIDENCIA - Mesa 3,2416,775,3190,01COMUNA 1 POPULAR,CL 108 NO 43B - 17,6.297555311383203,-75.5491582190566
01,01,02,02,04,ANTIOQUIA,MEDELLIN,SEC. ESC. DIVINA PROVIDENCIA,SEC. ESC. DIVINA PROVIDENCIA - Mesa 4,2415,774,3190,01COMUNA 1 POPULAR,CL 108 NO 43B - 17,6.297555311383203,-75.5491582190566
01,01,02,03,01,ANTIOQUIA,MEDELLIN,SEC.ESC.AGRIPINA MONTES DEL VALLE,SEC.ESC.AGRIPINA MONTES DEL VALLE - Mesa 1,1641,1072,2713,01COMUNA 1 POPULAR,CALLE 95 #42 B 44,6.286594344434132,-75.55026598681182
01,01,02,03,02,ANTIOQUIA,MEDELLIN,SEC.ESC.AGRIPINA MONTES DEL VALLE,SEC.ESC.AGRIPINA MONTES DEL VALLE - Mesa 2,1641,1072,2713,01COMUNA 1 POPULAR,CALLE 95 #42 B 44,6.286594344434132,-75.55026598681182
01,01,02,03,03,ANTIOQUIA,MEDELLIN,SEC.ESC.AGRIPINA MONTES DEL VALLE,SEC.ESC.AGRIPINA MONTES DEL VALLE - Mesa 3,1641,1072,2713,01COMUNA 1 POPULAR,CALLE 95 #42 B 44,6.286594344434132,-75.55026598681182
01,01,02,04,01,ANTIOQUIA,MEDELLIN,I.E.FEDERICO CARRASQUILLA,I.E.FEDERICO CARRASQUILLA - Mesa 1,1357,1099,2455,01COMUNA 1 POPULAR,Cra 45 # 108-110,6.298627042406685,-75.54942030604306
01,01,02,04,02,ANTIOQUIA,MEDELLIN,I.E.FEDERICO CARRASQUILLA,I.E.FEDERICO CARRASQUILLA - Mesa 2,1356,1098,2455,01COMUNA 1 POPULAR,Cra 45 # 108-110,6.298627042406685,-75.54942030604306
01,01,02,05,01,ANTIOQUIA,MEDELLIN,I.E.GUADALUPE,I.E.GUADALUPE - Mesa 1,2081,871,2951,01COMUNA 1 POPULAR,Cra 42B 95A -23,6.286822977192469,-75.54990857398555
01,01,02,05,02,ANTIOQUIA,MEDELLIN,I.E.GUADALUPE,I.E.GUADALUPE - Mesa 2,2080,871,2951,01COMUNA 1 POPULAR,Cra 42B 95A -23,6.286822977192469,-75.54990857398555
01,01,02,05,03,ANTIOQUIA,MEDELLIN,I.E.GUADALUPE,I.E.GUADALUPE - Mesa 3,2080,870,2951,01COMUNA 1 POPULAR,Cra 42B 95A -23,6.286822977192469,-75.54990857398555
01,01,03,01,01,ANTIOQUIA,MEDELLIN,I.E.  ASIA IGNACIANA,I.E.  ASIA IGNACIANA - Mesa 1,1946,1884,3830,02COMUNA 2 SANTA CRUZ,CL 122 # 51B-30,6.306288398534118,-75.55503370017753
01,01,03,01,02,ANTIOQUIA,MEDELLIN,I.E.  ASIA IGNACIANA,I.E.  ASIA IGNACIANA - Mesa 2,1946,1884,3830,02COMUNA 2 SANTA CRUZ,CL 122 # 51B-30,6.306288398534118,-75.55503370017753
01,01,03,01,03,ANTIOQUIA,MEDELLIN,I.E.  ASIA IGNACIANA,I.E.  ASIA IGNACIANA - Mesa 3,1945,1884,3829,02COMUNA 2 SANTA CRUZ,CL 122 # 51B-30,6.306288398534118,-75.55503370017753
01,01,03,01,04,ANTIOQUIA,MEDELLIN,I.E.  ASIA IGNACIANA,I.E.  ASIA IGNACIANA - Mesa 4,1945,1884,3829,02COMUNA 2 SANTA CRUZ,CL 122 # 51B-30,6.306288398534118,-75.55503370017753
01,01,03,02,01,ANTIOQUIA,MEDELLIN,SEC.ESC.  MANUEL URIBE ANGEL,SEC.ESC.  MANUEL URIBE ANGEL - Mesa 1,2070,1564,3633,02COMUNA 2 SANTA CRUZ,KR 49A #107-65,6.298030595377991,-75.5537101125958
01,01,03,02,02,ANTIOQUIA,MEDELLIN,SEC.ESC.  MANUEL URIBE ANGEL,SEC.ESC.  MANUEL URIBE ANGEL - Mesa 2,2069,1564,3633,02COMUNA 2 SANTA CRUZ,KR 49A #107-65,6.298030595377991,-75.5537101125958
01,01,03,02,03,ANTIOQUIA,MEDELLIN,SEC.ESC.  MANUEL URIBE ANGEL,SEC.ESC.  MANUEL URIBE ANGEL - Mesa 3,2069,1563,3633,02COMUNA 2 SANTA CRUZ,KR 49A #107-65,6.298030595377991,-75.5537101125958
01,01,03,02,04,ANTIOQUIA,MEDELLIN,SEC.ESC.  MANUEL URIBE ANGEL,SEC.ESC.  MANUEL URIBE ANGEL - Mesa 4,2069,1563,3632,02COMUNA 2 SANTA CRUZ,KR 49A #107-65,6.298030595377991,-75.5537101125958
01,01,03,03,01,ANTIOQUIA,MEDELLIN,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,SEC. ESC. FIDEL ANTONIO SALDARRIAGA - Mesa 1,1667,1287,2954,02COMUNA 2 SANTA CRUZ,CRA 48 No 103B-01,6.29402005807331,-75.55389805768115
01,01,03,03,02,ANTIOQUIA,MEDELLIN,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,SEC. ESC. FIDEL ANTONIO SALDARRIAGA - Mesa 2,1667,1286,2953,02COMUNA 2 SANTA CRUZ,CRA 48 No 103B-01,6.29402005807331,-75.55389805768115
01,01,03,03,03,ANTIOQUIA,MEDELLIN,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,SEC. ESC. FIDEL ANTONIO SALDARRIAGA - Mesa 3,1667,1286,2953,02COMUNA 2 SANTA CRUZ,CRA 48 No 103B-01,6.29402005807331,-75.55389805768115
01,01,03,04,01,ANTIOQUIA,MEDELLIN,SEC ESC LA FRONTERA,SEC ESC LA FRONTERA - Mesa 1,1933,1421,3354,02COMUNA 2 SANTA CRUZ,CALLE 122 No 50A 14,6.30574568136459,-75.55265288075903
01,01,04,01,01,ANTIOQUIA,MEDELLIN,I.E. BARRIO SANTA CRUZ,I.E. BARRIO SANTA CRUZ - Mesa 1,1980,1691,3671,02COMUNA 2 SANTA CRUZ,CL 103 # 43A - 45,6.292401391485563,-75.55040017361034
01,01,04,01,02,ANTIOQUIA,MEDELLIN,I.E. BARRIO SANTA CRUZ,I.E. BARRIO SANTA CRUZ - Mesa 2,1980,1691,3671,02COMUNA 2 SANTA CRUZ,CL 103 # 43A - 45,6.292401391485563,-75.55040017361034
01,01,04,01,03,ANTIOQUIA,MEDELLIN,I.E. BARRIO SANTA CRUZ,I.E. BARRIO SANTA CRUZ - Mesa 3,1980,1691,3671,02COMUNA 2 SANTA CRUZ,CL 103 # 43A - 45,6.292401391485563,-75.55040017361034
01,01,04,02,01,ANTIOQUIA,MEDELLIN,SEC. ESC. ARZOBISPO GARCIA,SEC. ESC. ARZOBISPO GARCIA - Mesa 1,1899,1467,3365,02COMUNA 2 SANTA CRUZ,KR 49 # 98-48,6.290124901597239,-75.55600184487506
01,01,04,02,02,ANTIOQUIA,MEDELLIN,SEC. ESC. ARZOBISPO GARCIA,SEC. ESC. ARZOBISPO GARCIA - Mesa 2,1898,1466,3365,02COMUNA 2 SANTA CRUZ,KR 49 # 98-48,6.290124901597239,-75.55600184487506
01,01,04,02,03,ANTIOQUIA,MEDELLIN,SEC. ESC. ARZOBISPO GARCIA,SEC. ESC. ARZOBISPO GARCIA - Mesa 3,1898,1466,3364,02COMUNA 2 SANTA CRUZ,KR 49 # 98-48,6.290124901597239,-75.55600184487506
01,01,04,03,01,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE HONDURAS,I.E. REPUBLICA DE HONDURAS - Mesa 1,1695,1328,3023,02COMUNA 2 SANTA CRUZ,KR 50B # 97A-30,6.290786310393303,-75.55952245542814
01,01,04,03,02,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE HONDURAS,I.E. REPUBLICA DE HONDURAS - Mesa 2,1695,1328,3023,02COMUNA 2 SANTA CRUZ,KR 50B # 97A-30,6.290786310393303,-75.55952245542814
01,01,04,03,03,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE HONDURAS,I.E. REPUBLICA DE HONDURAS - Mesa 3,1694,1328,3022,02COMUNA 2 SANTA CRUZ,KR 50B # 97A-30,6.290786310393303,-75.55952245542814
01,01,05,01,01,ANTIOQUIA,MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA - Mesa 1,1855,1446,3300,03COMUNA 3 MANRIQUE,CARRERA 36 # 85 B 140,6.278336407431245,-75.5461153905296
01,01,05,01,02,ANTIOQUIA,MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA - Mesa 2,1855,1445,3300,03COMUNA 3 MANRIQUE,CARRERA 36 # 85 B 140,6.278336407431245,-75.5461153905296
01,01,05,01,03,ANTIOQUIA,MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA - Mesa 3,1855,1445,3300,03COMUNA 3 MANRIQUE,CARRERA 36 # 85 B 140,6.278336407431245,-75.5461153905296
01,01,05,01,04,ANTIOQUIA,MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA - Mesa 4,1855,1445,3300,03COMUNA 3 MANRIQUE,CARRERA 36 # 85 B 140,6.278336407431245,-75.5461153905296
01,01,05,01,05,ANTIOQUIA,MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA - Mesa 5,1854,1445,3300,03COMUNA 3 MANRIQUE,CARRERA 36 # 85 B 140,6.278336407431245,-75.5461153905296
01,01,05,02,01,ANTIOQUIA,MEDELLIN,IE LAS NIEVES,IE LAS NIEVES - Mesa 1,2009,1648,3657,03COMUNA 3 MANRIQUE,CLL 82 No 39 - 69,6.2735706722689315,-75.54914397740323
01,01,05,02,02,ANTIOQUIA,MEDELLIN,IE LAS NIEVES,IE LAS NIEVES - Mesa 2,2008,1648,3656,03COMUNA 3 MANRIQUE,CLL 82 No 39 - 69,6.2735706722689315,-75.54914397740323
01,01,05,02,03,ANTIOQUIA,MEDELLIN,IE LAS NIEVES,IE LAS NIEVES - Mesa 3,2008,1648,3656,03COMUNA 3 MANRIQUE,CLL 82 No 39 - 69,6.2735706722689315,-75.54914397740323
01,01,05,03,01,ANTIOQUIA,MEDELLIN,I.E. MANUELA BELTRAN,I.E. MANUELA BELTRAN - Mesa 1,2432,599,3031,03COMUNA 3 MANRIQUE,KR 37 # 71-47,6.266246131517446,-75.54874489135204
01,01,05,03,02,ANTIOQUIA,MEDELLIN,I.E. MANUELA BELTRAN,I.E. MANUELA BELTRAN - Mesa 2,2432,599,3031,03COMUNA 3 MANRIQUE,KR 37 # 71-47,6.266246131517446,-75.54874489135204
01,01,05,03,03,ANTIOQUIA,MEDELLIN,I.E. MANUELA BELTRAN,I.E. MANUELA BELTRAN - Mesa 3,2432,599,3031,03COMUNA 3 MANRIQUE,KR 37 # 71-47,6.266246131517446,-75.54874489135204
01,01,05,04,01,ANTIOQUIA,MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),SEC ESC SAN JOSE (IE MANUELA BELTRAN) - Mesa 1,1382,1758,3140,03COMUNA 3 MANRIQUE,CL 71 No 33-18,6.265584840534802,-75.54579958085893
01,01,05,04,02,ANTIOQUIA,MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),SEC ESC SAN JOSE (IE MANUELA BELTRAN) - Mesa 2,1382,1758,3140,03COMUNA 3 MANRIQUE,CL 71 No 33-18,6.265584840534802,-75.54579958085893
01,01,05,04,03,ANTIOQUIA,MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),SEC ESC SAN JOSE (IE MANUELA BELTRAN) - Mesa 3,1381,1758,3139,03COMUNA 3 MANRIQUE,CL 71 No 33-18,6.265584840534802,-75.54579958085893
01,01,05,04,04,ANTIOQUIA,MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),SEC ESC SAN JOSE (IE MANUELA BELTRAN) - Mesa 4,1381,1758,3139,03COMUNA 3 MANRIQUE,CL 71 No 33-18,6.265584840534802,-75.54579958085893
01,01,05,04,05,ANTIOQUIA,MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),SEC ESC SAN JOSE (IE MANUELA BELTRAN) - Mesa 5,1381,1758,3139,03COMUNA 3 MANRIQUE,CL 71 No 33-18,6.265584840534802,-75.54579958085893
01,01,05,05,01,ANTIOQUIA,MEDELLIN,I.E.RAMON MUNERA LOPERA,I.E.RAMON MUNERA LOPERA - Mesa 1,1303,1022,2325,03COMUNA 3 MANRIQUE,Cra 30A  # 77 - 04,6.269724663139501,-75.54351043967014
01,01,05,05,02,ANTIOQUIA,MEDELLIN,I.E.RAMON MUNERA LOPERA,I.E.RAMON MUNERA LOPERA - Mesa 2,1303,1022,2325,03COMUNA 3 MANRIQUE,Cra 30A  # 77 - 04,6.269724663139501,-75.54351043967014
01,01,05,06,01,ANTIOQUIA,MEDELLIN,IE BELLO ORIENTE,IE BELLO ORIENTE - Mesa 1,1219,1027,2246,03COMUNA 3 MANRIQUE,CRA 23B No 84B-27,6.276973686093869,-75.5380888046019
01,01,05,07,01,ANTIOQUIA,MEDELLIN,IE JOSE ROBERTO VASQUEZ,IE JOSE ROBERTO VASQUEZ - Mesa 1,1415,1225,2640,03COMUNA 3 MANRIQUE,CLL 76 No 39-160,6.268655960349916,-75.55012903899657
01,01,05,08,01,ANTIOQUIA,MEDELLIN,SEC. ESC. BALDOMERO SANIN CANO,SEC. ESC. BALDOMERO SANIN CANO - Mesa 1,1690,1940,3630,03COMUNA 3 MANRIQUE,CR 37 75A 2,6.2690484479704205,-75.54826734725016
01,01,05,08,02,ANTIOQUIA,MEDELLIN,SEC. ESC. BALDOMERO SANIN CANO,SEC. ESC. BALDOMERO SANIN CANO - Mesa 2,1690,1939,3629,03COMUNA 3 MANRIQUE,CR 37 75A 2,6.2690484479704205,-75.54826734725016
01,01,06,01,01,ANTIOQUIA,MEDELLIN,I.E. JOSE ANTONIO GALAN,I.E. JOSE ANTONIO GALAN - Mesa 1,1632,1387,3019,03COMUNA 3 MANRIQUE,KR 44A NO 93-87,6.285049681861491,-75.55214255249525
01,01,06,01,02,ANTIOQUIA,MEDELLIN,I.E. JOSE ANTONIO GALAN,I.E. JOSE ANTONIO GALAN - Mesa 2,1632,1387,3019,03COMUNA 3 MANRIQUE,KR 44A NO 93-87,6.285049681861491,-75.55214255249525
01,01,06,01,03,ANTIOQUIA,MEDELLIN,I.E. JOSE ANTONIO GALAN,I.E. JOSE ANTONIO GALAN - Mesa 3,1632,1387,3019,03COMUNA 3 MANRIQUE,KR 44A NO 93-87,6.285049681861491,-75.55214255249525
01,01,06,01,04,ANTIOQUIA,MEDELLIN,I.E. JOSE ANTONIO GALAN,I.E. JOSE ANTONIO GALAN - Mesa 4,1632,1387,3019,03COMUNA 3 MANRIQUE,KR 44A NO 93-87,6.285049681861491,-75.55214255249525
01,01,06,02,01,ANTIOQUIA,MEDELLIN,I.E. HERNAN TORO AGUDELO,I.E. HERNAN TORO AGUDELO - Mesa 1,2020,1644,3664,03COMUNA 3 MANRIQUE,Cra 45 # 72-80,6.26817765365757,-75.55486820292754
01,01,06,02,02,ANTIOQUIA,MEDELLIN,I.E. HERNAN TORO AGUDELO,I.E. HERNAN TORO AGUDELO - Mesa 2,2020,1644,3663,03COMUNA 3 MANRIQUE,Cra 45 # 72-80,6.26817765365757,-75.55486820292754
01,01,06,02,03,ANTIOQUIA,MEDELLIN,I.E. HERNAN TORO AGUDELO,I.E. HERNAN TORO AGUDELO - Mesa 3,2019,1644,3663,03COMUNA 3 MANRIQUE,Cra 45 # 72-80,6.26817765365757,-75.55486820292754
01,01,06,02,04,ANTIOQUIA,MEDELLIN,I.E. HERNAN TORO AGUDELO,I.E. HERNAN TORO AGUDELO - Mesa 4,2019,1643,3663,03COMUNA 3 MANRIQUE,Cra 45 # 72-80,6.26817765365757,-75.55486820292754
01,01,06,03,01,ANTIOQUIA,MEDELLIN,IE RODRIGO LARA BONILLA - SEDE LA SUSANA,IE RODRIGO LARA BONILLA - SEDE LA SUSANA - Mesa 1,1345,1315,2659,03COMUNA 3 MANRIQUE,KR 41B # 66E-50,6.26221079885131,-75.55235362039069
01,01,06,03,02,ANTIOQUIA,MEDELLIN,IE RODRIGO LARA BONILLA - SEDE LA SUSANA,IE RODRIGO LARA BONILLA - SEDE LA SUSANA - Mesa 2,1344,1315,2659,03COMUNA 3 MANRIQUE,KR 41B # 66E-50,6.26221079885131,-75.55235362039069
01,01,06,03,03,ANTIOQUIA,MEDELLIN,IE RODRIGO LARA BONILLA - SEDE LA SUSANA,IE RODRIGO LARA BONILLA - SEDE LA SUSANA - Mesa 3,1344,1314,2659,03COMUNA 3 MANRIQUE,KR 41B # 66E-50,6.26221079885131,-75.55235362039069
01,01,06,04,01,ANTIOQUIA,MEDELLIN,IE SAN JUAN BAUTISTA DE LA SALLE,IE SAN JUAN BAUTISTA DE LA SALLE - Mesa 1,2096,1787,3883,03COMUNA 3 MANRIQUE,CLL 93 No 40-42,6.284413782123305,-75.54930120912442
01,01,07,01,01,ANTIOQUIA,MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,COL AGUSTINIANO DE SAN NICOLAS - Mesa 1,1837,1569,3405,04COMUNA 4 ARANJUEZ,KR 48 # 93-13,6.284762354282652,-75.55553632675696
01,01,07,01,02,ANTIOQUIA,MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,COL AGUSTINIANO DE SAN NICOLAS - Mesa 2,1836,1568,3405,04COMUNA 4 ARANJUEZ,KR 48 # 93-13,6.284762354282652,-75.55553632675696
01,01,07,01,03,ANTIOQUIA,MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,COL AGUSTINIANO DE SAN NICOLAS - Mesa 3,1836,1568,3404,04COMUNA 4 ARANJUEZ,KR 48 # 93-13,6.284762354282652,-75.55553632675696
01,01,07,01,04,ANTIOQUIA,MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,COL AGUSTINIANO DE SAN NICOLAS - Mesa 4,1836,1568,3404,04COMUNA 4 ARANJUEZ,KR 48 # 93-13,6.284762354282652,-75.55553632675696
01,01,07,02,01,ANTIOQUIA,MEDELLIN,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO - Mesa 1,2091,1694,3784,04COMUNA 4 ARANJUEZ,Cra 50D # 90-49,6.282328460012106,-75.5603767127427
01,01,07,02,02,ANTIOQUIA,MEDELLIN,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO - Mesa 2,2090,1694,3784,04COMUNA 4 ARANJUEZ,Cra 50D # 90-49,6.282328460012106,-75.5603767127427
01,01,07,02,03,ANTIOQUIA,MEDELLIN,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO - Mesa 3,2090,1693,3784,04COMUNA 4 ARANJUEZ,Cra 50D # 90-49,6.282328460012106,-75.5603767127427
01,01,07,03,01,ANTIOQUIA,MEDELLIN,I.E. GILBERTO ALZATE AVENDAÑO,I.E. GILBERTO ALZATE AVENDAÑO - Mesa 1,1623,1423,3045,04COMUNA 4 ARANJUEZ,CL 92 # 51A-100,6.283670028457579,-75.56280830297665
01,01,07,03,02,ANTIOQUIA,MEDELLIN,I.E. GILBERTO ALZATE AVENDAÑO,I.E. GILBERTO ALZATE AVENDAÑO - Mesa 2,1622,1423,3045,04COMUNA 4 ARANJUEZ,CL 92 # 51A-100,6.283670028457579,-75.56280830297665
