dd,mm,zz,pp,mesa,departamento,municipio,puesto,mesa_nombre,mujeres_mesa,hombres_mesa,total_mesa,comuna,direccion,LATITUD,LONGITUD
01,35,02,04,01,ANTIOQUIA,APARTADO,I. E. SANTA MARIA LA ANTIGUA,I. E. SANTA MARIA LA ANTIGUA - Mesa 1,845,674,1519,02COMUNA 2 OCHO DE FEBRERO,CLL 102C No 81 - 44 BARRIO SANTA MARIA,7.880702905613095,-76.6151748283853
01,35,03,01,01,ANTIOQUIA,APARTADO,UNIVERSIDAD COOPERATIVA,UNIVERSIDAD COOPERATIVA - Mesa 1,13,10,23,03COMUNA 3 PUEBLO NUEVO,CL 91 #96A - 55,7.877351526921796,-76.6316581462739
01,35,03,02,01,ANTIOQUIA,APARTADO,I.E. HERACLIO MENA PADILLA,I.E. HERACLIO MENA PADILLA - Mesa 1,1626,1288,2914,03COMUNA 3 PUEBLO NUEVO,CLL 94 No 94 - 21 BARRIO PUEBLO NUEVO,7.877659909711177,-76.6296261771472
01,35,03,02,02,ANTIOQUIA,APARTADO,I.E. HERACLIO MENA PADILLA,I.E. HERACLIO MENA PADILLA - Mesa 2,1626,1288,2913,03COMUNA 3 PUEBLO NUEVO,CLL 94 No 94 - 21 BARRIO PUEBLO NUEVO,7.877659909711177,-76.6296261771472
01,35,03,02,03,ANTIOQUIA,APARTADO,I.E. HERACLIO MENA PADILLA,I.E. HERACLIO MENA PADILLA - Mesa 3,1625,1287,2913,03COMUNA 3 PUEBLO NUEVO,CLL 94 No 94 - 21 BARRIO PUEBLO NUEVO,7.877659909711177,-76.6296261771472
01,35,03,03,01,ANTIOQUIA,APARTADO,COLEGIO ADVENTISTA,COLEGIO ADVENTISTA - Mesa 1,1497,1728,3225,03COMUNA 3 PUEBLO NUEVO,CLL 92 No 96 A - 56 BARRIO FUNDADORES,7.878056427633861,-76.6317090185983
01,35,03,03,02,ANTIOQUIA,APARTADO,COLEGIO ADVENTISTA,COLEGIO ADVENTISTA - Mesa 2,1496,1728,3224,03COMUNA 3 PUEBLO NUEVO,CLL 92 No 96 A - 56 BARRIO FUNDADORES,7.878056427633861,-76.6317090185983
01,35,03,04,01,ANTIOQUIA,APARTADO,I.E CADENA LAS PLAYAS,I.E CADENA LAS PLAYAS - Mesa 1,934,977,1911,03COMUNA 3 PUEBLO NUEVO,CRA 86C 94C-00 BARRIO LA ESPERANZA,7.876642896541200,-76.6251782504507
01,35,04,01,01,ANTIOQUIA,APARTADO,I. E. CAMPO ALEGRE,I. E. CAMPO ALEGRE - Mesa 1,1101,1065,2166,04COMUNA 4 JOSE JOAQUIN VELEZ,CRA 115 No 87 - 58 BARRIO EL SALVADOR,7.879907706646294,-76.6481173453195
01,35,04,02,01,ANTIOQUIA,APARTADO,I.E. MADRE LAURA,I.E. MADRE LAURA - Mesa 1,1030,1374,2404,04COMUNA 4 JOSE JOAQUIN VELEZ,CALLE 99A No 104-12,7.884470120880881,-76.6346540783604
01,35,04,02,02,ANTIOQUIA,APARTADO,I.E. MADRE LAURA,I.E. MADRE LAURA - Mesa 2,1030,1374,2404,04COMUNA 4 JOSE JOAQUIN VELEZ,CALLE 99A No 104-12,7.884470120880881,-76.6346540783604
01,35,04,03,01,ANTIOQUIA,APARTADO,COLEGIO COOPERATIVO CARB,COLEGIO COOPERATIVO CARB - Mesa 1,1307,1824,3131,04COMUNA 4 JOSE JOAQUIN VELEZ,DIAGONAL 105C No 99C-51,7.88596435700524,-76.6363799784347
01,35,04,03,02,ANTIOQUIA,APARTADO,COLEGIO COOPERATIVO CARB,COLEGIO COOPERATIVO CARB - Mesa 2,1307,1823,3130,04COMUNA 4 JOSE JOAQUIN VELEZ,DIAGONAL 105C No 99C-51,7.88596435700524,-76.6363799784347
01,35,04,04,01,ANTIOQUIA,APARTADO,I.E. JOSE JOAQUIN VELEZ,I.E. JOSE JOAQUIN VELEZ - Mesa 1,1930,1847,3776,04COMUNA 4 JOSE JOAQUIN VELEZ,CARRERA 103 No 106-25,7.888584925941414,-76.6333168990985
01,35,04,04,02,ANTIOQUIA,APARTADO,I.E. JOSE JOAQUIN VELEZ,I.E. JOSE JOAQUIN VELEZ - Mesa 2,1929,1846,3776,04COMUNA 4 JOSE JOAQUIN VELEZ,CARRERA 103 No 106-25,7.888584925941414,-76.6333168990985
01,35,04,05,01,ANTIOQUIA,APARTADO,I.E JOSE CELESTINO MUTIS,I.E JOSE CELESTINO MUTIS - Mesa 1,1250,1160,2409,04COMUNA 4 JOSE JOAQUIN VELEZ,CLL 108 No 108 - 82 BARRIO LAURELES,7.895120668387734,-76.6373509360137
01,35,04,05,02,ANTIOQUIA,APARTADO,I.E JOSE CELESTINO MUTIS,I.E JOSE CELESTINO MUTIS - Mesa 2,1249,1159,2409,04COMUNA 4 JOSE JOAQUIN VELEZ,CLL 108 No 108 - 82 BARRIO LAURELES,7.895120668387734,-76.6373509360137
01,35,04,06,01,ANTIOQUIA,APARTADO,COLISEO CUBIERTO ANTONIO ROLDAN BETANCUR,COLISEO CUBIERTO ANTONIO ROLDAN BETANCUR - Mesa 1,1766,1625,3391,04COMUNA 4 JOSE JOAQUIN VELEZ,KR 104 # 104C - 65,7.891039826025689,-76.6325336934917
01,35,04,06,02,ANTIOQUIA,APARTADO,COLISEO CUBIERTO ANTONIO ROLDAN BETANCUR,COLISEO CUBIERTO ANTONIO ROLDAN BETANCUR - Mesa 2,1766,1624,3390,04COMUNA 4 JOSE JOAQUIN VELEZ,KR 104 # 104C - 65,7.891039826025689,-76.6325336934917
01,35,04,07,01,ANTIOQUIA,APARTADO,SENA REGIONAL APARTADO,SENA REGIONAL APARTADO - Mesa 1,49,54,103,04COMUNA 4 JOSE JOAQUIN VELEZ,KM. 1 SALIDA TURBO APARTADO,7.8908456931283215,-76.6306965982035
01,35,98,01,01,ANTIOQUIA,APARTADO,CARCEL Y PENIT DE MEDIA SEG DE APARTADO,CARCEL Y PENIT DE MEDIA SEG DE APARTADO - Mesa 1,7,152,159,,KILOMETRO 5 VIA APARTADO - CAREPA,7.804547159329962,-76.6506663532292
01,35,99,15,01,ANTIOQUIA,APARTADO,I.E.R CHURIDO PUEBLO,I.E.R CHURIDO PUEBLO - Mesa 1,875,859,1734,05CORREGIMIENTO CHURIDO PUEBLO,CGTO CHURIDO,7.865762460155493,-76.6674041748046
01,35,99,21,01,ANTIOQUIA,APARTADO,I.E.R PUERTO GIRON,I.E.R PUERTO GIRON - Mesa 1,411,383,794,06CORREGIMIENTO PUERTO GIRON,CGTO PUERTO GIRON,7.905234550189703,-76.73689145667538
01,35,99,25,01,ANTIOQUIA,APARTADO,I.E.R. BARTOLOME CATAÑO VALLEJO,I.E.R. BARTOLOME CATAÑO VALLEJO - Mesa 1,873,1161,2034,07CORR SAN JOSE DE APARTADO,CGTO SAN JOSE DE APARTADO,7.8839991394763596,-76.55999814664087
01,35,99,50,01,ANTIOQUIA,APARTADO,I.E.R. EL REPOSO,I.E.R. EL REPOSO - Mesa 1,1374,1188,2562,08CORREGIMIENTO EL REPOSO,CGTO EL REPOSO,7.800655883593591,-76.65618501689109
01,35,99,50,02,ANTIOQUIA,APARTADO,I.E.R. EL REPOSO,I.E.R. EL REPOSO - Mesa 2,1373,1188,2561,08CORREGIMIENTO EL REPOSO,CGTO EL REPOSO,7.800655883593591,-76.65618501689109
01,37,00,00,01,ANTIOQUIA,ARBOLETES,I.E. MIGUEL VICENTE GARRIDO,I.E. MIGUEL VICENTE GARRIDO - Mesa 1,1774,1675,3449,,CARRERA 30 N 25-61,8.849064588481747,-76.4262936766470
01,37,00,00,02,ANTIOQUIA,ARBOLETES,I.E. MIGUEL VICENTE GARRIDO,I.E. MIGUEL VICENTE GARRIDO - Mesa 2,1774,1675,3448,,CARRERA 30 N 25-61,8.849064588481747,-76.4262936766470
01,37,00,00,03,ANTIOQUIA,ARBOLETES,I.E. MIGUEL VICENTE GARRIDO,I.E. MIGUEL VICENTE GARRIDO - Mesa 3,1773,1675,3448,,CARRERA 30 N 25-61,8.849064588481747,-76.4262936766470
01,37,00,00,04,ANTIOQUIA,ARBOLETES,I.E. MIGUEL VICENTE GARRIDO,I.E. MIGUEL VICENTE GARRIDO - Mesa 4,1773,1674,3448,,CARRERA 30 N 25-61,8.849064588481747,-76.4262936766470
01,37,99,03,01,ANTIOQUIA,ARBOLETES,C.E.R BUENOS AIRES,C.E.R BUENOS AIRES - Mesa 1,538,621,1159,01CORREGIMIENTO EL BUENOS AIRES,CORREGIMIENTO BUENOS AIRES,8.609828696999999,-76.280365410000
01,37,99,05,01,ANTIOQUIA,ARBOLETES,C.E.R EL CARMELO,C.E.R EL CARMELO - Mesa 1,604,771,1375,02CORREGIMIENTO EL CARMELO,CORREGIMIENTO EL CARMELO,8.61293,-76.3823582
01,37,99,06,01,ANTIOQUIA,ARBOLETES,I.E SANTA FE DE LAS PLATAS,I.E SANTA FE DE LAS PLATAS - Mesa 1,545,659,1204,03CORREGIMIENTO SANTA FE DE LAS,CORREGIMIENTO SANTAFE DE LAS PLATAS,8.580666375999998,-76.4433793499999
01,37,99,08,01,ANTIOQUIA,ARBOLETES,I.E LAS NARANJITAS,I.E LAS NARANJITAS - Mesa 1,336,431,767,04CORREGIMIENTO EL LAS NARANJITA,CORREGIMIENTO LAS NARANJITAS,8.529332496000000,-76.3347230599999
01,37,99,12,01,ANTIOQUIA,ARBOLETES,I.E GUADUAL,I.E GUADUAL - Mesa 1,740,918,1658,05CORREGIMIENTO EL GUADUAL,CORREGIMIENTO GUADUAL,8.486746185999999,-76.3852505099999
01,37,99,20,01,ANTIOQUIA,ARBOLETES,I.E LA CANDELARIA,I.E LA CANDELARIA - Mesa 1,873,1003,1876,06CORREGIMIENTO LA CANDELARIA,CORREGIMIENTO LA CANDELARIA,8.658594039000000,-76.4518883299999
01,37,99,75,01,ANTIOQUIA,ARBOLETES,I.E LA TRINIDAD,I.E LA TRINIDAD - Mesa 1,854,1030,1884,07CORREGIMIENTO LA TRINIDAD,CORREGIMIENTO LA TRINIDAD,8.625337172525469,-76.5102199931152
01,37,99,80,01,ANTIOQUIA,ARBOLETES,I.E PAJILLAL,I.E PAJILLAL - Mesa 1,394,482,876,,CORREGIMIENTO PAJILLAL,8.756970,-76.441067
01,39,00,00,01,ANTIOQUIA,ARGELIA,I.E. SANTA TERESA,I.E. SANTA TERESA - Mesa 1,1462,1600,3061,,CALLE 31 No. 26-78,5.731317342536901,-75.13957024874117
01,39,00,00,02,ANTIOQUIA,ARGELIA,I.E. SANTA TERESA,I.E. SANTA TERESA - Mesa 2,1461,1599,3061,,CALLE 31 No. 26-78,5.731317342536901,-75.13957024874117
01,39,99,04,01,ANTIOQUIA,ARGELIA,I.E. PBRO MARIO ANGEL SEDE EL PITAL,I.E. PBRO MARIO ANGEL SEDE EL PITAL - Mesa 1,68,112,180,,VRDA. EL PITAL,5.673288748894031,-75.10332184579427
01,39,99,07,01,ANTIOQUIA,ARGELIA,I.E STA. TERESA SEDE EL ROSARIO,I.E STA. TERESA SEDE EL ROSARIO - Mesa 1,128,132,260,,VRDA. EL ROSARIO,5.731944443999998,-75.1025000000000
01,39,99,10,01,ANTIOQUIA,ARGELIA,I.E. STA TERESA SEDE GUADUALITO,I.E. STA TERESA SEDE GUADUALITO - Mesa 1,36,62,98,,VRDA. GUADUALITO,5.745263932254452,-74.92380094528191
01,39,99,20,01,ANTIOQUIA,ARGELIA,I.E. STA TERESA SEDE BUENOS AIRES,I.E. STA TERESA SEDE BUENOS AIRES - Mesa 1,20,40,60,,VRDA. BUENOS AIRES,5.700262582822174,-75.0697188699999
01,39,99,25,01,ANTIOQUIA,ARGELIA,I.E STA TERESA SEDE MESONES,I.E STA TERESA SEDE MESONES - Mesa 1,15,22,37,,VRDA MESONES,5.7341852353486376,-75.01605146773343
01,39,99,80,01,ANTIOQUIA,ARGELIA,I.E. PBRO MARIO ANGEL SEDE SAN AGUSTIN,I.E. PBRO MARIO ANGEL SEDE SAN AGUSTIN - Mesa 1,94,159,253,,VRDA. SAN AGUSTIN,5.730777183407875,-75.1327514648436
01,40,00,00,01,ANTIOQUIA,ARMENIA,I.E ROSA MESA DE MEJIA,I.E ROSA MESA DE MEJIA - Mesa 1,951,1072,2023,,CALLE 10 No. 7-30 I.E. ROSA MESA DE MEJIA,6.157868571193707,-75.78641776440458
01,40,00,00,02,ANTIOQUIA,ARMENIA,I.E ROSA MESA DE MEJIA,I.E ROSA MESA DE MEJIA - Mesa 2,950,1072,2022,,CALLE 10 No. 7-30 I.E. ROSA MESA DE MEJIA,6.157868571193707,-75.78641776440458
01,40,99,01,01,ANTIOQUIA,ARMENIA,I.E ROSA MESA DE MEJIA SD LA HERRADURA,I.E ROSA MESA DE MEJIA SD LA HERRADURA - Mesa 1,295,325,620,,CORREGIMIENTO LA HERRADURA,6.146660068690438,-75.80635940883609
01,43,01,01,01,ANTIOQUIA,BARBOSA,PBRO. LUIS EDUARDO PEREZ MOLINA,PBRO. LUIS EDUARDO PEREZ MOLINA - Mesa 1,1761,1401,3162,,CL. 15 No. 8 - 179,6.435092832535633,-75.3290933874096
01,43,01,01,02,ANTIOQUIA,BARBOSA,PBRO. LUIS EDUARDO PEREZ MOLINA,PBRO. LUIS EDUARDO PEREZ MOLINA - Mesa 2,1761,1401,3162,,CL. 15 No. 8 - 179,6.435092832535633,-75.3290933874096
01,43,01,02,01,ANTIOQUIA,BARBOSA,INST. EDUC. MANUEL JOSE CAICED,INST. EDUC. MANUEL JOSE CAICED - Mesa 1,1474,1465,2938,,CL. 16 CR. 8 - 2 INT. 110,6.434612574032017,-75.3273106532788
01,43,01,02,02,ANTIOQUIA,BARBOSA,INST. EDUC. MANUEL JOSE CAICED,INST. EDUC. MANUEL JOSE CAICED - Mesa 2,1473,1465,2938,,CL. 16 CR. 8 - 2 INT. 110,6.434612574032017,-75.3273106532788
01,43,01,02,03,ANTIOQUIA,BARBOSA,INST. EDUC. MANUEL JOSE CAICED,INST. EDUC. MANUEL JOSE CAICED - Mesa 3,1473,1464,2938,,CL. 16 CR. 8 - 2 INT. 110,6.434612574032017,-75.3273106532788
01,43,01,03,01,ANTIOQUIA,BARBOSA,IE LUIS EDUARDO ARIAS,IE LUIS EDUARDO ARIAS - Mesa 1,664,1966,2630,,Cll. 15 #08-103,6.434707270954729,-75.32870754562234
01,43,01,03,02,ANTIOQUIA,BARBOSA,IE LUIS EDUARDO ARIAS,IE LUIS EDUARDO ARIAS - Mesa 2,664,1966,2630,,Cll. 15 #08-103,6.434707270954729,-75.32870754562234
01,43,01,03,03,ANTIOQUIA,BARBOSA,IE LUIS EDUARDO ARIAS,IE LUIS EDUARDO ARIAS - Mesa 3,664,1966,2630,,Cll. 15 #08-103,6.434707270954729,-75.32870754562234
01,43,02,01,01,ANTIOQUIA,BARBOSA,CENTRO DE EDUCACION SUPERIOR,CENTRO DE EDUCACION SUPERIOR - Mesa 1,261,1277,1538,,CRA 14 No 15-32,6.437198065467095,-75.33052573879418
01,43,02,02,01,ANTIOQUIA,BARBOSA,COL. COOPERATIVO SIMÓN BOLIVAR,COL. COOPERATIVO SIMÓN BOLIVAR - Mesa 1,1771,1121,2892,,CR. 11 No. 15 - 41,6.436135306403854,-75.3293437596209
01,43,02,03,01,ANTIOQUIA,BARBOSA,C.A.S DIEGO FERNANDEZ BARBOSA,C.A.S DIEGO FERNANDEZ BARBOSA - Mesa 1,2142,106,2248,,CR. 21 No. 11 - 30,6.4380415999123395,-75.3337919086688
01,43,02,04,01,ANTIOQUIA,BARBOSA,UNIDAD DEPORTIVA LOS BUCAROS,UNIDAD DEPORTIVA LOS BUCAROS - Mesa 1,1777,1388,3165,,CLL 20 No 19-24,6.440929741527346,-75.33051304728923
01,43,02,04,02,ANTIOQUIA,BARBOSA,UNIDAD DEPORTIVA LOS BUCAROS,UNIDAD DEPORTIVA LOS BUCAROS - Mesa 2,1777,1388,3164,,CLL 20 No 19-24,6.440929741527346,-75.33051304728923
01,43,02,04,03,ANTIOQUIA,BARBOSA,UNIDAD DEPORTIVA LOS BUCAROS,UNIDAD DEPORTIVA LOS BUCAROS - Mesa 3,1776,1387,3164,,CLL 20 No 19-24,6.440929741527346,-75.33051304728923
01,43,02,05,01,ANTIOQUIA,BARBOSA,BIBLIOTECA ISOLDA ECHAVARRIA,BIBLIOTECA ISOLDA ECHAVARRIA - Mesa 1,1213,749,1962,,CL. 15 No. 10 - 50,6.435859176595,-75.32932247156384
01,43,98,01,01,ANTIOQUIA,BARBOSA,CARCEL,CARCEL - Mesa 1,1,30,31,,KR 10 # 16 - 60,6.436011214999081,-75.32841637187722
01,43,99,01,01,ANTIOQUIA,BARBOSA,INST. E. RURAL EL HATILLO,INST. E. RURAL EL HATILLO - Mesa 1,1453,1323,2776,01CORREGIMIENTO EL HATILLO,CORREGIMIENTO EL HATILLO,6.413508194126006,-75.3921408215593
01,43,99,01,02,ANTIOQUIA,BARBOSA,INST. E. RURAL EL HATILLO,INST. E. RURAL EL HATILLO - Mesa 2,1453,1322,2775,01CORREGIMIENTO EL HATILLO,CORREGIMIENTO EL HATILLO,6.413508194126006,-75.3921408215593
01,46,00,00,01,ANTIOQUIA,BELMIRA,IE PRESBITERO RICARDO LUIS GUTIERREZ T.,IE PRESBITERO RICARDO LUIS GUTIERREZ T. - Mesa 1,1646,1715,3361,,CRA 21 No 15 - 71,6.6029265647360464,-75.66495226760722
01,46,99,01,01,ANTIOQUIA,BELMIRA,I.E.R. LABORES,I.E.R. LABORES - Mesa 1,185,226,411,,CORREGIMIENTO LABORES,6.709724409533048,-75.6123518943785
01,46,99,03,01,ANTIOQUIA,BELMIRA,C.E.R. PLAYAS,C.E.R. PLAYAS - Mesa 1,569,615,1184,,VEREDA LAS PLAYAS,6.549753518269162,-75.62656844461796
01,46,99,04,01,ANTIOQUIA,BELMIRA,I.E.R. CARLOS GONZALEZ.,I.E.R. CARLOS GONZALEZ. - Mesa 1,269,177,446,,VEREDA ZANCUDITO,6.526347760956120,-75.6018512304305
01,46,99,05,01,ANTIOQUIA,BELMIRA,C.E.R. QUEBRADITAS.,C.E.R. QUEBRADITAS. - Mesa 1,15,42,57,,VEREDA QUEBRADITAS,6.750975921481574,-75.64207077026349
01,49,01,01,01,ANTIOQUIA,BELLO,IE BARRIO PARIS MEGACOLEGIO,IE BARRIO PARIS MEGACOLEGIO - Mesa 1,1087,1622,2709,01COMUNA 1 PARIS,CRA 78 No 20D-85,6.313474192000000,-75.5833054499999
01,49,01,01,02,ANTIOQUIA,BELLO,IE BARRIO PARIS MEGACOLEGIO,IE BARRIO PARIS MEGACOLEGIO - Mesa 2,1087,1622,2709,01COMUNA 1 PARIS,CRA 78 No 20D-85,6.313474192000000,-75.5833054499999
01,49,01,02,01,ANTIOQUIA,BELLO,I.E. ALBERTO DIAZ MUÑOZ,I.E. ALBERTO DIAZ MUÑOZ - Mesa 1,2247,1133,3380,01COMUNA 1 PARIS,CL 20 F 78 A 07,6.313376396678770,-75.5834242699273
01,49,01,02,02,ANTIOQUIA,BELLO,I.E. ALBERTO DIAZ MUÑOZ,I.E. ALBERTO DIAZ MUÑOZ - Mesa 2,2246,1133,3379,01COMUNA 1 PARIS,CL 20 F 78 A 07,6.313376396678770,-75.5834242699273
01,49,01,03,01,ANTIOQUIA,BELLO,I.E ALB. DIAZ MUÑOZ SECC.PRAD,I.E ALB. DIAZ MUÑOZ SECC.PRAD - Mesa 1,1544,1139,2683,01COMUNA 1 PARIS,KR 75 No 20D-23,6.311348944490037,-75.5812852084635
01,49,01,04,01,ANTIOQUIA,BELLO,IE BARRIO PARIS,IE BARRIO PARIS - Mesa 1,1148,1007,2154,01COMUNA 1 PARIS,CARRERA 76 No 20F-59,6.313545000000000,-75.5815819999999
01,49,01,04,02,ANTIOQUIA,BELLO,IE BARRIO PARIS,IE BARRIO PARIS - Mesa 2,1147,1006,2154,01COMUNA 1 PARIS,CARRERA 76 No 20F-59,6.313545000000000,-75.5815819999999
01,49,01,05,01,ANTIOQUIA,BELLO,I.E. SAN JUDAS BARRIO PARIS,I.E. SAN JUDAS BARRIO PARIS - Mesa 1,43,57,100,01COMUNA 1 PARIS,CRA 75 # 21-60,6.31399,-75.57993
01,49,01,06,01,ANTIOQUIA,BELLO,CENTRO EDUCAT RAQUEL JARAMILLO,CENTRO EDUCAT RAQUEL JARAMILLO - Mesa 1,1516,1248,2764,01COMUNA 1 PARIS,CL 21 A 66 43,6.312419323385898,-75.5749189853668
01,49,01,06,02,ANTIOQUIA,BELLO,CENTRO EDUCAT RAQUEL JARAMILLO,CENTRO EDUCAT RAQUEL JARAMILLO - Mesa 2,1515,1248,2763,01COMUNA 1 PARIS,CL 21 A 66 43,6.312419323385898,-75.5749189853668
01,49,01,06,03,ANTIOQUIA,BELLO,CENTRO EDUCAT RAQUEL JARAMILLO,CENTRO EDUCAT RAQUEL JARAMILLO - Mesa 3,1515,1248,2763,01COMUNA 1 PARIS,CL 21 A 66 43,6.312419323385898,-75.5749189853668
01,49,02,01,01,ANTIOQUIA,BELLO,I.E. ATANASIO GIRARDOT,I.E. ATANASIO GIRARDOT - Mesa 1,982,2792,3773,02COMUNA 2 MADERA,CL 24 A NO 59 A 114,6.314125526766827,-75.5697584152220
01,49,02,01,02,ANTIOQUIA,BELLO,I.E. ATANASIO GIRARDOT,I.E. ATANASIO GIRARDOT - Mesa 2,982,2791,3773,02COMUNA 2 MADERA,CL 24 A NO 59 A 114,6.314125526766827,-75.5697584152220
01,49,02,01,03,ANTIOQUIA,BELLO,I.E. ATANASIO GIRARDOT,I.E. ATANASIO GIRARDOT - Mesa 3,982,2791,3773,02COMUNA 2 MADERA,CL 24 A NO 59 A 114,6.314125526766827,-75.5697584152220
01,49,02,01,04,ANTIOQUIA,BELLO,I.E. ATANASIO GIRARDOT,I.E. ATANASIO GIRARDOT - Mesa 4,981,2791,3773,02COMUNA 2 MADERA,CL 24 A NO 59 A 114,6.314125526766827,-75.5697584152220
01,49,02,02,01,ANTIOQUIA,BELLO,COLEGIO PARROQUIAL SAN FCO DE ASIS,COLEGIO PARROQUIAL SAN FCO DE ASIS - Mesa 1,2343,1393,3735,02COMUNA 2 MADERA,KR 58 27B-21,6.317505926139085,-75.5639809367739
01,49,02,02,02,ANTIOQUIA,BELLO,COLEGIO PARROQUIAL SAN FCO DE ASIS,COLEGIO PARROQUIAL SAN FCO DE ASIS - Mesa 2,2343,1392,3735,02COMUNA 2 MADERA,KR 58 27B-21,6.317505926139085,-75.5639809367739
01,49,02,02,03,ANTIOQUIA,BELLO,COLEGIO PARROQUIAL SAN FCO DE ASIS,COLEGIO PARROQUIAL SAN FCO DE ASIS - Mesa 3,2342,1392,3735,02COMUNA 2 MADERA,KR 58 27B-21,6.317505926139085,-75.5639809367739
01,49,02,03,01,ANTIOQUIA,BELLO,COLEGIO SAN BUENAVENTURA,COLEGIO SAN BUENAVENTURA - Mesa 1,2016,1719,3735,02COMUNA 2 MADERA,CRA 51A 23-83,6.313645657634245,-75.5591475963591
01,49,02,03,02,ANTIOQUIA,BELLO,COLEGIO SAN BUENAVENTURA,COLEGIO SAN BUENAVENTURA - Mesa 2,2015,1719,3734,02COMUNA 2 MADERA,CRA 51A 23-83,6.313645657634245,-75.5591475963591
01,49,02,04,01,ANTIOQUIA,BELLO,COLEGIO BETHLEMITAS,COLEGIO BETHLEMITAS - Mesa 1,31,36,67,02COMUNA 2 MADERA,CL 24A NRO 51-52,6.31424,-75.55889
01,49,02,05,01,ANTIOQUIA,BELLO,LICEO ANTIOQUEÑO SEDE AVENIDAS,LICEO ANTIOQUEÑO SEDE AVENIDAS - Mesa 1,23,20,43,02COMUNA 2 MADERA,CR 56 NRO 32-08,6.32014,-75.56137
01,49,02,06,01,ANTIOQUIA,BELLO,IE SUAREZ DE LA PRESENTACION,IE SUAREZ DE LA PRESENTACION - Mesa 1,2976,873,3849,02COMUNA 2 MADERA,CRA 55 No 35-41,6.312839406000000,-75.5590169000000
01,49,02,06,02,ANTIOQUIA,BELLO,IE SUAREZ DE LA PRESENTACION,IE SUAREZ DE LA PRESENTACION - Mesa 2,2976,873,3849,02COMUNA 2 MADERA,CRA 55 No 35-41,6.312839406000000,-75.5590169000000
01,49,02,06,03,ANTIOQUIA,BELLO,IE SUAREZ DE LA PRESENTACION,IE SUAREZ DE LA PRESENTACION - Mesa 3,2975,873,3848,02COMUNA 2 MADERA,CRA 55 No 35-41,6.312839406000000,-75.5590169000000
01,49,03,01,01,ANTIOQUIA,BELLO,LICEO ANTIOQUEÑO SEDE SERRAMONTE,LICEO ANTIOQUEÑO SEDE SERRAMONTE - Mesa 1,20,27,47,03COMUNA 3 SANTA ANA,CR 59BB NRO 40A-24,6.32712,-75.56857
01,49,03,02,01,ANTIOQUIA,BELLO,COLEGIO LA SALLE,COLEGIO LA SALLE - Mesa 1,2042,1735,3776,03COMUNA 3 SANTA ANA,CL 45 57 44,6.331251231525372,-75.5645012855528
01,49,03,02,02,ANTIOQUIA,BELLO,COLEGIO LA SALLE,COLEGIO LA SALLE - Mesa 2,2042,1734,3776,03COMUNA 3 SANTA ANA,CL 45 57 44,6.331251231525372,-75.5645012855528
01,49,03,02,03,ANTIOQUIA,BELLO,COLEGIO LA SALLE,COLEGIO LA SALLE - Mesa 3,2042,1734,3776,03COMUNA 3 SANTA ANA,CL 45 57 44,6.331251231525372,-75.5645012855528
01,49,03,02,04,ANTIOQUIA,BELLO,COLEGIO LA SALLE,COLEGIO LA SALLE - Mesa 4,2041,1734,3776,03COMUNA 3 SANTA ANA,CL 45 57 44,6.331251231525372,-75.5645012855528
01,49,03,03,01,ANTIOQUIA,BELLO,I.E. TOMAS CADAVID RESTREPO,I.E. TOMAS CADAVID RESTREPO - Mesa 1,1517,1333,2849,03COMUNA 3 SANTA ANA,CALLE 55 No 38-170,6.323999999999999,-75.5600000000000
01,49,03,03,02,ANTIOQUIA,BELLO,I.E. TOMAS CADAVID RESTREPO,I.E. TOMAS CADAVID RESTREPO - Mesa 2,1516,1332,2849,03COMUNA 3 SANTA ANA,CALLE 55 No 38-170,6.323999999999999,-75.5600000000000
01,49,03,03,03,ANTIOQUIA,BELLO,I.E. TOMAS CADAVID RESTREPO,I.E. TOMAS CADAVID RESTREPO - Mesa 3,1516,1332,2848,03COMUNA 3 SANTA ANA,CALLE 55 No 38-170,6.323999999999999,-75.5600000000000
01,49,04,01,01,ANTIOQUIA,BELLO,I.E MARCO FIDEL SUAREZ SEDE NAZARETH,I.E MARCO FIDEL SUAREZ SEDE NAZARETH - Mesa 1,1850,1830,3680,04COMUNA 4 SUAREZ,CALLE 51 # 58-55,6.334376351999998,-75.5651002199999
01,49,04,01,02,ANTIOQUIA,BELLO,I.E MARCO FIDEL SUAREZ SEDE NAZARETH,I.E MARCO FIDEL SUAREZ SEDE NAZARETH - Mesa 2,1849,1830,3679,04COMUNA 4 SUAREZ,CALLE 51 # 58-55,6.334376351999998,-75.5651002199999
01,49,04,02,01,ANTIOQUIA,BELLO,I.E DIVINA EUCARISTIA,I.E DIVINA EUCARISTIA - Mesa 1,20,26,46,04COMUNA 4 SUAREZ,CRA 53 NRO 51-28,6.33510,-75.56087
01,49,04,03,01,ANTIOQUIA,BELLO,INST. UNIVERSITARIA MARCO FIDEL SUAREZ,INST. UNIVERSITARIA MARCO FIDEL SUAREZ - Mesa 1,1824,1855,3678,04COMUNA 4 SUAREZ,CLL 48 No 50-30,6.333138649946493,-75.5584824085235
01,49,04,03,02,ANTIOQUIA,BELLO,INST. UNIVERSITARIA MARCO FIDEL SUAREZ,INST. UNIVERSITARIA MARCO FIDEL SUAREZ - Mesa 2,1824,1854,3678,04COMUNA 4 SUAREZ,CLL 48 No 50-30,6.333138649946493,-75.5584824085235
